id,start_time,end_time,age_range,occupation,stress_frequency,mental_health_rating,stress_symptoms,productivity_rating,performance_impact,sleep_hours,overwhelmed_frequency,deadline_impact,mental_health_resources,mental_health_importance
446,11/7/2024 18:10,11/7/2024 18:12,55 +,Employee,Monthly,Excellent,Increased irritability,3,Yes,5 - 6 hours,Sometimes,Agree,No,Agree
447,11/7/2024 18:10,11/7/2024 18:12,45 - 54,Employee,Monthly,Excellent,Fatigue or lack of energy,3,Yes,7 - 8 hours,Sometimes,Agree,Yes,Agree
448,11/7/2024 18:16,11/7/2024 18:18,55 +,Employee,Rarely,Average,Increased irritability;Insomnia,2,Yes,7 - 8 hours,Sometimes,Nither agree or disagree,No,Agree
449,11/7/2024 18:24,11/7/2024 18:30,35 - 44,Employee,weekly,Very Poor,Fatigue or lack of energy;Increased irritability;Insomnia,3,Yes,5 - 6 hours,Often,Agree,No,Agree
450,11/7/2024 18:29,11/7/2024 18:31,45 - 54,Employee,weekly,Average,Insomnia;Increased irritability,4,Yes,5 - 6 hours,Rarely,Agree,Yes,Agree
451,11/7/2024 18:37,11/7/2024 18:38,25 - 34,Employee,Rarely,Average,Fatigue or lack of energy;Increased irritability;Insomnia;Headaches,4,Yes,7 - 8 hours,Rarely,Nither agree or disagree,No,Nither agree or disagree
452,11/7/2024 18:37,11/7/2024 18:38,55 +,Employee,Rarely,Great,Increased irritability;Insomnia,3,Yes,7 - 8 hours,Rarely,Nither agree or disagree,No,Nither agree or disagree
453,11/7/2024 18:45,11/7/2024 18:47,45 - 54,Employee,Monthly,Average,Increased irritability,4,Yes,7 - 8 hours,Rarely,Strongly agree,Yes,Strongly agree
454,11/7/2024 18:45,11/7/2024 18:48,55 +,Employee,Rarely,Average,Fatigue or lack of energy;Insomnia,5,Yes,7 - 8 hours,Rarely,Agree,No,Agree
455,11/7/2024 18:44,11/7/2024 18:49,55 +,Employee,Daily,Average,Insomnia,3,Yes,7 - 8 hours,Rarely,Agree,Yes,Agree
456,11/7/2024 18:50,11/7/2024 18:51,55 +,Employee,weekly,Very Poor,Fatigue or lack of energy,3,Yes,5 - 6 hours,Rarely,Disagree,No,Nither agree or disagree
457,11/7/2024 18:58,11/7/2024 19:00,45 - 54,Employee,Rarely,Average,Fatigue or lack of energy,4,No,5 - 6 hours,Sometimes,Strongly disagree,Yes,Strongly agree
458,11/7/2024 18:59,11/7/2024 19:02,55 +,Employee,Rarely,Excellent,Increased irritability,4,Yes,7 - 8 hours,Rarely,Agree,Yes,Strongly agree
459,11/7/2024 19:00,11/7/2024 19:02,35 - 44,Employee,Daily,Very Poor,Fatigue or lack of energy;Increased irritability;Insomnia,3,Yes,5 - 6 hours,Always,Disagree,No,Disagree
460,11/7/2024 19:03,11/7/2024 19:05,25 - 34,Employee,Monthly,Average,Fatigue or lack of energy;Increased irritability;Insomnia,3,Yes,5 - 6 hours,Rarely,Nither agree or disagree,Yes,Agree
461,11/7/2024 18:42,11/7/2024 19:05,55 +,Employee,Rarely,Excellent,Fatigue or lack of energy,4,Yes,5 - 6 hours,Rarely,Agree,Yes,Agree
462,11/7/2024 19:03,11/7/2024 19:06,55 +,Employee,Monthly,Average,Insomnia;Fatigue or lack of energy;Increased irritability,3,Yes,7 - 8 hours,Sometimes,Agree,No,Agree
463,11/7/2024 19:09,11/7/2024 19:10,45 - 54,other,weekly,Average,Increased irritability,3,No,7 - 8 hours,Often,Disagree,No,Agree
464,11/7/2024 19:31,11/7/2024 19:32,55 +,Employee,Rarely,Average,Fatigue or lack of energy;Insomnia,3,Yes,7 - 8 hours,Sometimes,Agree,Yes,Agree
465,11/7/2024 19:33,11/7/2024 19:37,55 +,Employee,Rarely,Average,Fatigue or lack of energy;Difficulty concentrating,3,No,7 - 8 hours,Rarely,Agree,No,Agree
466,11/7/2024 19:36,11/7/2024 19:43,55 +,Employee,Rarely,Great,Increased irritability,4,Yes,7 - 8 hours,Rarely,Agree,Yes,Agree
467,11/7/2024 19:46,11/7/2024 19:48,55 +,Employee,weekly,Average,Fatigue or lack of energy,3,Yes,5 - 6 hours,Sometimes,Nither agree or disagree,No,Agree
468,11/7/2024 19:46,11/7/2024 19:48,35 - 44,Employee,Daily,Very Poor,Fatigue or lack of energy;Insomnia;Difficulty concentrating,3,Yes,5 - 6 hours,Always,Strongly agree,No,Strongly agree
469,11/7/2024 19:50,11/7/2024 19:51,45 - 54,Employee,weekly,Average,Fatigue or lack of energy;Difficulty concentrating;Increased irritability;Insomnia;Headaches,4,Yes,5 - 6 hours,Often,Strongly agree,No,Strongly agree
470,11/7/2024 19:53,11/7/2024 19:54,45 - 54,Employee,Monthly,Average,Increased irritability,4,Yes,7 - 8 hours,Rarely,Agree,Yes,Agree
471,11/7/2024 19:52,11/7/2024 19:54,45 - 54,Employee,Rarely,Excellent,Fatigue or lack of energy;Increased irritability,4,Yes,7 - 8 hours,Sometimes,Agree,Yes,Nither agree or disagree
472,11/7/2024 19:55,11/7/2024 19:57,45 - 54,Employee,Rarely,Excellent,Difficulty concentrating,4,Yes,7 - 8 hours,Rarely,Agree,Yes,Strongly agree
473,11/7/2024 20:00,11/7/2024 20:02,45 - 54,Employee,weekly,Average,Increased irritability,4,Yes,3 - 4 hours,Sometimes,Agree,No,Agree
474,11/7/2024 20:01,11/7/2024 20:02,18 - 24,Student,weekly,Average,Increased irritability;Fatigue or lack of energy;Difficulty concentrating,3,Yes,5 - 6 hours,Sometimes,Nither agree or disagree,No,Strongly agree
475,11/7/2024 20:03,11/7/2024 20:04,35 - 44,Employee,weekly,Average,Fatigue or lack of energy;Increased irritability,3,Yes,7 - 8 hours,Sometimes,Agree,No,Agree
476,11/7/2024 20:04,11/7/2024 20:08,55 +,Employee,Monthly,Excellent,Difficulty concentrating,4,Yes,7 - 8 hours,Rarely,Disagree,Yes,Strongly agree
477,11/7/2024 20:10,11/7/2024 20:12,45 - 54,Employee,weekly,Average,Increased irritability;Insomnia;Headaches;Fatigue or lack of energy,3,Yes,5 - 6 hours,Sometimes,Agree,No,Agree
478,11/7/2024 20:15,11/7/2024 20:18,18 - 24,other,Monthly,Average,Fatigue or lack of energy;Increased irritability;Insomnia,3,No,5 - 6 hours,Sometimes,Agree,Yes,Agree
479,11/7/2024 20:25,11/7/2024 20:26,45 - 54,Employee,Daily,Average,Fatigue or lack of energy,3,Yes,5 - 6 hours,Often,Agree,No,Strongly agree
480,11/7/2024 20:36,11/7/2024 20:37,18 - 24,Employee,Rarely,Average,Increased irritability,1,Yes,5 - 6 hours,Rarely,Agree,Yes,Strongly agree
481,11/7/2024 21:00,11/7/2024 21:01,35 - 44,Employee,Rarely,Excellent,Fatigue or lack of energy,4,Yes,5 - 6 hours,Sometimes,Strongly agree,No,Strongly agree
482,11/7/2024 21:00,11/7/2024 21:02,55 +,Employee,Rarely,Great,Increased irritability,5,Yes,7 - 8 hours,Rarely,Strongly agree,No,Strongly agree
483,11/7/2024 21:31,11/7/2024 21:34,35 - 44,Employee,Rarely,Excellent,Fatigue or lack of energy,4,No,7 - 8 hours,Sometimes,Agree,No,Agree
484,11/7/2024 21:45,11/7/2024 21:46,45 - 54,Employee,Rarely,Average,Insomnia;Increased irritability,5,Yes,Less than 1 hour,Sometimes,Agree,No,Strongly agree
485,11/7/2024 21:48,11/7/2024 21:50,55 +,Employee,Monthly,Excellent,Fatigue or lack of energy,4,No,5 - 6 hours,Sometimes,Nither agree or disagree,No,Agree
486,11/7/2024 21:50,11/7/2024 21:51,55 +,Employee,Monthly,Excellent,Difficulty concentrating,4,No,5 - 6 hours,Sometimes,Disagree,No,Agree
487,11/7/2024 22:03,11/7/2024 22:05,45 - 54,Employee,Rarely,Great,Insomnia;Increased irritability;Fatigue or lack of energy,4,No,5 - 6 hours,Sometimes,Disagree,No,Strongly agree
488,11/7/2024 22:22,11/7/2024 22:23,18 - 24,Student,Rarely,Average,Increased irritability;Difficulty concentrating,3,No,5 - 6 hours,Rarely,Disagree,No,Nither agree or disagree
489,11/7/2024 22:24,11/7/2024 22:26,55 +,Employee,Monthly,Average,Insomnia,3,Yes,5 - 6 hours,Rarely,Nither agree or disagree,No,Agree
490,11/7/2024 22:27,11/7/2024 22:28,55 +,Employee,Rarely,Average,Insomnia,3,Yes,5 - 6 hours,Rarely,Nither agree or disagree,No,Agree
491,11/7/2024 22:31,11/7/2024 22:33,55 +,Employee,weekly,Average,Insomnia;Fatigue or lack of energy,4,Yes,7 - 8 hours,Sometimes,Agree,Yes,Agree
492,11/7/2024 23:14,11/7/2024 23:18,25 - 34,Student,Daily,Average,Fatigue or lack of energy;Difficulty concentrating;Increased irritability,4,No,3 - 4 hours,Sometimes,Agree,Yes,Agree
493,11/7/2024 23:19,11/7/2024 23:22,45 - 54,Employee,Rarely,Excellent,Fatigue or lack of energy,4,No,7 - 8 hours,Rarely,Agree,No,Strongly agree
494,11/7/2024 23:38,11/7/2024 23:40,45 - 54,Employee,Rarely,Excellent,Fatigue or lack of energy,3,Yes,7 - 8 hours,Rarely,Agree,Yes,Agree
495,11/8/2024 0:07,11/8/2024 0:08,18 - 24,Student,Monthly,Average,Fatigue or lack of energy,4,No,5 - 6 hours,Rarely,Agree,Yes,Agree
496,11/8/2024 0:07,11/8/2024 0:09,45 - 54,Employee,Rarely,Excellent,Fatigue or lack of energy;Insomnia,4,No,7 - 8 hours,Sometimes,Disagree,No,Agree
497,11/8/2024 0:16,11/8/2024 0:19,55 +,Employee,Monthly,Average,Insomnia,3,Yes,5 - 6 hours,Sometimes,Agree,No,Agree
498,11/8/2024 0:33,11/8/2024 0:34,18 - 24,Student,weekly,Average,Fatigue or lack of energy;Insomnia;Headaches,3,Yes,5 - 6 hours,Sometimes,Agree,Yes,Nither agree or disagree
499,11/8/2024 1:43,11/8/2024 1:45,45 - 54,Employee,Daily,Excellent,Fatigue or lack of energy;Increased irritability,5,No,5 - 6 hours,Often,Nither agree or disagree,No,Agree
500,11/8/2024 2:05,11/8/2024 2:07,55 +,Employee,Daily,Very Poor,Fatigue or lack of energy;Difficulty concentrating;Insomnia,5,Yes,5 - 6 hours,Always,Strongly agree,Yes,Strongly agree
501,11/8/2024 2:11,11/8/2024 2:16,45 - 54,Employee,Rarely,Average,Insomnia;Fatigue or lack of energy,4,Yes,5 - 6 hours,Sometimes,Disagree,Yes,Agree
502,11/8/2024 6:19,11/8/2024 6:21,55 +,Employee,weekly,Excellent,Fatigue or lack of energy;Increased irritability,3,Yes,5 - 6 hours,Sometimes,Nither agree or disagree,No,Nither agree or disagree
503,11/8/2024 6:50,11/8/2024 6:54,55 +,Employee,Monthly,Average,Fatigue or lack of energy,3,Yes,7 - 8 hours,Sometimes,Agree,No,Agree
504,11/8/2024 6:57,11/8/2024 7:00,55 +,Employee,Rarely,Excellent,Fatigue or lack of energy;Increased irritability,4,Yes,5 - 6 hours,Sometimes,Nither agree or disagree,Yes,Nither agree or disagree
505,11/8/2024 7:35,11/8/2024 7:37,55 +,Employee,weekly,Average,Fatigue or lack of energy;Increased irritability,4,Yes,7 - 8 hours,Sometimes,Agree,No,Agree
506,11/8/2024 7:35,11/8/2024 7:38,55 +,other,Rarely,Great,Insomnia;Headaches,2,Yes,7 - 8 hours,Rarely,Agree,Yes,Agree
507,11/8/2024 15:08,11/8/2024 15:10,18 - 24,Employee,Monthly,Average,Fatigue or lack of energy;Difficulty concentrating;Increased irritability;Insomnia;Headaches,3,Yes,7 - 8 hours,Sometimes,Agree,No,Nither agree or disagree
508,11/8/2024 16:27,11/8/2024 16:30,55 +,other,Daily,Average,Fatigue or lack of energy;Increased irritability;Insomnia,3,Yes,5 - 6 hours,Often,Agree,No,Strongly agree
509,11/8/2024 16:28,11/8/2024 16:30,55 +,other,weekly,Average,Insomnia;Headaches,3,Yes,5 - 6 hours,Sometimes,Strongly agree,Yes,Strongly agree
510,11/8/2024 16:29,11/8/2024 16:30,55 +,Employee,Rarely,Great,Increased irritability,4,Yes,5 - 6 hours,Sometimes,Agree,No,Strongly agree
511,11/8/2024 16:33,11/8/2024 16:35,55 +,Employee,weekly,Average,Insomnia,3,Yes,5 - 6 hours,Sometimes,Agree,No,Agree
512,11/8/2024 16:36,11/8/2024 16:37,45 - 54,Employee,Monthly,Excellent,Fatigue or lack of energy,4,No,5 - 6 hours,Sometimes,Agree,No,Agree
513,11/8/2024 16:35,11/8/2024 16:38,45 - 54,Employee,weekly,Average,Headaches,5,Yes,5 - 6 hours,Rarely,Disagree,No,Agree
514,11/8/2024 16:36,11/8/2024 16:38,55 +,Employee,weekly,Excellent,Fatigue or lack of energy;Difficulty concentrating,3,Yes,7 - 8 hours,Sometimes,Agree,Yes,Strongly agree
515,11/8/2024 16:43,11/8/2024 16:46,55 +,other,Rarely,Excellent,Insomnia,3,Yes,7 - 8 hours,Never,Agree,No,Agree
516,11/8/2024 16:49,11/8/2024 16:51,55 +,other,Monthly,Excellent,Fatigue or lack of energy,3,Yes,5 - 6 hours,Sometimes,Agree,No,Agree
517,11/8/2024 16:49,11/8/2024 16:52,55 +,Employee,weekly,Average,Increased irritability;Insomnia;Headaches,1,Yes,7 - 8 hours,Sometimes,Strongly agree,No,Strongly agree
518,11/8/2024 16:51,11/8/2024 16:52,35 - 44,Employee,Daily,Average,Fatigue or lack of energy,4,Yes,5 - 6 hours,Rarely,Agree,Yes,Agree
519,11/8/2024 16:52,11/8/2024 16:53,35 - 44,Employee,Daily,Average,Fatigue or lack of energy,4,Yes,5 - 6 hours,Often,Disagree,No,Strongly agree
520,11/8/2024 16:51,11/8/2024 16:53,55 +,Employee,Monthly,Average,Melancholy;,4,Yes,7 - 8 hours,Sometimes,Nither agree or disagree,Yes,Nither agree or disagree
521,11/8/2024 16:53,11/8/2024 16:55,55 +,Employee,Monthly,Excellent,Increased irritability,4,Yes,5 - 6 hours,Rarely,Agree,Yes,Agree
522,11/8/2024 16:52,11/8/2024 16:55,55 +,other,weekly,Excellent,None;,1,Yes,5 - 6 hours,Often,Agree,Yes,Agree
523,11/8/2024 16:53,11/8/2024 16:55,55 +,other,Rarely,Excellent,Fatigue or lack of energy;Increased irritability,3,Yes,7 - 8 hours,Sometimes,Agree,No,Agree
524,11/8/2024 16:54,11/8/2024 16:56,45 - 54,Employee,Monthly,Very Poor,Increased irritability,3,Yes,5 - 6 hours,Sometimes,Nither agree or disagree,Yes,Nither agree or disagree
525,11/8/2024 16:58,11/8/2024 17:05,45 - 54,Employee,Rarely,Excellent,Insomnia;Increased irritability,2,Yes,5 - 6 hours,Rarely,Agree,No,Agree
526,11/8/2024 17:07,11/8/2024 17:09,45 - 54,Employee,Monthly,Excellent,Insomnia;Fatigue or lack of energy,4,No,5 - 6 hours,Sometimes,Disagree,Yes,Strongly agree
527,11/8/2024 17:06,11/8/2024 17:09,35 - 44,Employee,Rarely,Great,Difficulty concentrating;Fatigue or lack of energy;Increased irritability;Insomnia,4,Yes,5 - 6 hours,Never,Agree,Yes,Strongly agree
528,11/8/2024 17:07,11/8/2024 17:11,45 - 54,Employee,Daily,Excellent,Fatigue or lack of energy,4,Yes,5 - 6 hours,Often,Strongly agree,Yes,Agree
529,11/8/2024 17:14,11/8/2024 17:15,35 - 44,Employee,Daily,Average,Fatigue or lack of energy;Difficulty concentrating;Increased irritability;Insomnia;Headaches,5,Yes,5 - 6 hours,Often,Agree,Yes,Disagree
530,11/8/2024 17:13,11/8/2024 17:17,55 +,other,Rarely,Excellent,Fatigue or lack of energy;Difficulty concentrating,3,Yes,5 - 6 hours,Sometimes,Agree,Yes,Strongly agree
531,11/8/2024 17:15,11/8/2024 17:17,45 - 54,Employee,Monthly,Excellent,Increased irritability;Insomnia;Fatigue or lack of energy,4,Yes,7 - 8 hours,Rarely,Strongly agree,No,Agree
532,11/8/2024 17:10,11/8/2024 17:19,35 - 44,Employee,Rarely,Great,Insomnia,4,No,7 - 8 hours,Rarely,Agree,Yes,Strongly agree
533,11/8/2024 17:30,11/8/2024 17:34,55 +,Employee,Monthly,Excellent,Headaches;Fatigue or lack of energy;Difficulty concentrating,3,Yes,5 - 6 hours,Often,Agree,No,Agree
534,11/8/2024 17:33,11/8/2024 17:36,55 +,other,Daily,Average,Difficulty concentrating,3,Yes,7 - 8 hours,Sometimes,Agree,Yes,Agree
535,11/8/2024 17:39,11/8/2024 17:43,55 +,Employee,weekly,Average,Fatigue or lack of energy;Increased irritability;Difficulty concentrating,3,Yes,5 - 6 hours,Sometimes,Agree,No,Agree
536,11/8/2024 17:40,11/8/2024 17:43,55 +,Employee,weekly,Average,Fatigue or lack of energy;Increased irritability;Difficulty concentrating,3,Yes,5 - 6 hours,Sometimes,Agree,No,Agree
537,11/8/2024 17:48,11/8/2024 17:51,55 +,other,Rarely,Very Poor,Fatigue or lack of energy,2,Yes,3 - 4 hours,Sometimes,Agree,No,Agree
538,11/8/2024 17:52,11/8/2024 17:54,25 - 34,Employee,Monthly,Average,Increased irritability;Insomnia;Fatigue or lack of energy;Difficulty concentrating,4,Yes,5 - 6 hours,Rarely,Agree,Yes,Agree
539,11/8/2024 17:59,11/8/2024 18:01,55 +,other,Monthly,Average,Fatigue or lack of energy;Difficulty concentrating;Insomnia,3,Yes,5 - 6 hours,Sometimes,Agree,Yes,Agree
540,11/8/2024 18:20,11/8/2024 18:21,35 - 44,Employee,Monthly,Average,Fatigue or lack of energy;Increased irritability;Insomnia,3,No,5 - 6 hours,Sometimes,Agree,No,Strongly agree
541,11/8/2024 18:32,11/8/2024 18:41,45 - 54,Employee,weekly,Average,Insomnia;Increased irritability,2,Yes,5 - 6 hours,Sometimes,Agree,No,Strongly agree
542,11/8/2024 18:43,11/8/2024 18:44,18 - 24,Employee,weekly,Average,Increased irritability,3,Yes,7 - 8 hours,Sometimes,Agree,No,Agree
543,11/8/2024 18:44,11/8/2024 18:46,25 - 34,Employee,Monthly,Average,Fatigue or lack of energy;Insomnia,4,Yes,7 - 8 hours,Rarely,Disagree,Yes,Strongly agree
544,11/8/2024 18:46,11/8/2024 18:50,18 - 24,Employee,Monthly,Average,Fatigue or lack of energy;Increased irritability;Insomnia;Headaches;Difficulty concentrating,5,Yes,7 - 8 hours,Sometimes,Agree,Yes,Strongly agree
545,11/8/2024 18:47,11/8/2024 18:50,35 - 44,other,Monthly,Average,Insomnia;Headaches,3,Yes,7 - 8 hours,Sometimes,Strongly disagree,Yes,Agree
546,11/8/2024 18:43,11/8/2024 18:50,45 - 54,Employee,Rarely,Excellent,Fatigue or lack of energy;Increased irritability;Headaches,3,Yes,7 - 8 hours,Never,Agree,Yes,Agree
547,11/8/2024 18:45,11/8/2024 18:51,55 +,Employee,Rarely,Excellent,Headaches;Insomnia,4,Yes,5 - 6 hours,Rarely,Agree,Yes,Strongly agree
548,11/8/2024 18:50,11/8/2024 18:53,45 - 54,Employee,Rarely,Excellent,Fatigue or lack of energy;Difficulty concentrating;Increased irritability,3,Yes,5 - 6 hours,Rarely,Nither agree or disagree,No,Agree
549,11/8/2024 18:54,11/8/2024 18:58,55 +,Employee,weekly,Average,Insomnia,4,Yes,5 - 6 hours,Sometimes,Nither agree or disagree,No,Agree
550,11/8/2024 18:57,11/8/2024 19:00,55 +,other,Rarely,Excellent,Increased irritability;Insomnia,4,No,5 - 6 hours,Rarely,Nither agree or disagree,No,Agree
551,11/8/2024 19:01,11/8/2024 19:02,45 - 54,Employee,Monthly,Excellent,Increased irritability;Insomnia,4,Yes,5 - 6 hours,Often,Strongly agree,Yes,Strongly agree
552,11/8/2024 19:09,11/8/2024 19:11,55 +,Employee,Daily,Excellent,Increased irritability,4,No,7 - 8 hours,Often,Agree,Yes,Nither agree or disagree
553,11/8/2024 19:09,11/8/2024 19:11,55 +,Employee,Daily,Excellent,Increased irritability,4,No,7 - 8 hours,Often,Agree,Yes,Nither agree or disagree
554,11/8/2024 19:10,11/8/2024 19:12,55 +,other,Rarely,Great,Fatigue or lack of energy;Increased irritability,3,Yes,5 - 6 hours,Rarely,Agree,Yes,Strongly agree
555,11/8/2024 19:18,11/8/2024 19:20,55 +,other,Rarely,Excellent,Fatigue or lack of energy;Increased irritability,5,Yes,7 - 8 hours,Rarely,Strongly agree,Yes,Agree
556,11/8/2024 19:21,11/8/2024 19:24,55 +,Student,weekly,Average,Headaches,4,Yes,5 - 6 hours,Sometimes,Disagree,Yes,Nither agree or disagree
557,11/8/2024 20:08,11/8/2024 20:09,45 - 54,Employee,weekly,Very Poor,Fatigue or lack of energy;Difficulty concentrating;Insomnia;Increased irritability,3,Yes,5 - 6 hours,Often,Agree,Yes,Strongly agree
558,11/8/2024 20:09,11/8/2024 20:11,25 - 34,Employee,weekly,Very Poor,Fatigue or lack of energy;Difficulty concentrating;Increased irritability;Insomnia;Headaches,3,Yes,5 - 6 hours,Sometimes,Agree,No,Strongly agree
559,11/8/2024 20:13,11/8/2024 20:15,45 - 54,Employee,Rarely,Average,Insomnia,3,No,More than 10 hours,Sometimes,Nither agree or disagree,No,Nither agree or disagree
560,11/8/2024 20:15,11/8/2024 20:17,45 - 54,Employee,Daily,Average,Fatigue or lack of energy,4,No,,Often,Nither agree or disagree,No,Nither agree or disagree
561,11/8/2024 20:19,11/8/2024 20:20,55 +,Employee,weekly,Excellent,Fatigue or lack of energy;Increased irritability,4,Yes,5 - 6 hours,Rarely,Agree,Yes,Strongly agree
562,11/8/2024 20:21,11/8/2024 20:22,45 - 54,Employee,Monthly,Excellent,Fatigue or lack of energy;Increased irritability;Insomnia,4,Yes,5 - 6 hours,Often,Agree,No,Agree
563,11/8/2024 20:21,11/8/2024 20:23,45 - 54,Employee,weekly,Excellent,Fatigue or lack of energy;Insomnia,4,Yes,5 - 6 hours,Sometimes,Agree,Yes,Strongly agree
564,11/8/2024 20:30,11/8/2024 20:31,25 - 34,Employee,Monthly,Average,Difficulty concentrating;Fatigue or lack of energy,4,Yes,5 - 6 hours,Often,Strongly agree,No,Nither agree or disagree
565,11/8/2024 20:40,11/8/2024 20:40,55 +,Employee,Daily,Average,Fatigue or lack of energy;Increased irritability,5,Yes,5 - 6 hours,Often,Agree,No,Agree
566,11/8/2024 20:42,11/8/2024 20:44,35 - 44,Employee,weekly,Average,Fatigue or lack of energy;Increased irritability;Difficulty concentrating,4,Yes,5 - 6 hours,Sometimes,Agree,No,Agree
567,11/8/2024 20:51,11/8/2024 20:53,55 +,other,weekly,Excellent,Fatigue or lack of energy;Insomnia;Headaches,4,Yes,5 - 6 hours,Sometimes,Strongly agree,No,Strongly agree
568,11/8/2024 21:05,11/8/2024 21:06,35 - 44,Employee,Rarely,Excellent,Fatigue or lack of energy,3,Yes,5 - 6 hours,Never,Strongly agree,Yes,Strongly agree
569,11/8/2024 21:06,11/8/2024 21:08,55 +,Employee,Monthly,Average,Palpitations;,4,Yes,7 - 8 hours,Sometimes,Agree,No,Agree
570,11/8/2024 21:15,11/8/2024 21:18,55 +,Employee,Rarely,Excellent,Fatigue or lack of energy;Increased irritability;Insomnia,4,Yes,5 - 6 hours,Sometimes,Agree,Yes,Strongly agree
571,11/8/2024 21:18,11/8/2024 21:20,25 - 34,Employee,Monthly,Average,Increased irritability;Fatigue or lack of energy,4,Yes,7 - 8 hours,Rarely,Agree,No,Nither agree or disagree
572,11/8/2024 21:25,11/8/2024 21:27,45 - 54,Employee,Monthly,Excellent,Increased irritability;Headaches;Fatigue or lack of energy,4,Yes,7 - 8 hours,Sometimes,Disagree,No,Agree
573,11/8/2024 21:29,11/8/2024 21:31,45 - 54,Employee,weekly,Average,Fatigue or lack of energy;Increased irritability,3,Yes,7 - 8 hours,Sometimes,Agree,Yes,Agree
574,11/8/2024 21:38,11/8/2024 21:40,55 +,other,Rarely,Great,Fatigue or lack of energy,5,No,7 - 8 hours,Never,Agree,Yes,Agree
575,11/8/2024 21:42,11/8/2024 21:44,55 +,Employee,Rarely,Excellent,Difficulty concentrating,4,Yes,5 - 6 hours,Rarely,Strongly agree,Yes,Strongly agree
576,11/8/2024 21:43,11/8/2024 21:47,25 - 34,Employee,Monthly,Average,Fatigue or lack of energy,4,No,5 - 6 hours,Rarely,Strongly disagree,No,Nither agree or disagree
577,11/8/2024 21:50,11/8/2024 21:51,55 +,other,Rarely,Very Poor,Fatigue or lack of energy,1,Yes,3 - 4 hours,Rarely,Agree,Yes,Agree
578,11/8/2024 22:26,11/8/2024 22:28,55 +,other,Monthly,Excellent,Fatigue or lack of energy,4,Yes,5 - 6 hours,Rarely,Agree,No,Agree
579,11/8/2024 22:48,11/8/2024 22:50,55 +,Employee,Monthly,Average,Increased irritability,3,Yes,3 - 4 hours,Sometimes,Agree,Yes,Agree
580,11/8/2024 21:32,11/8/2024 23:17,45 - 54,Employee,Rarely,Great,Increased irritability,4,Yes,5 - 6 hours,Rarely,Agree,No,Agree
581,11/8/2024 23:17,11/8/2024 23:19,55 +,Employee,Rarely,Great,Fatigue or lack of energy,4,Yes,7 - 8 hours,Rarely,Strongly agree,Yes,Strongly agree
582,11/8/2024 23:26,11/8/2024 23:28,45 - 54,Employee,Monthly,Average,Fatigue or lack of energy;Headaches;Insomnia;Difficulty concentrating,3,No,5 - 6 hours,Sometimes,Agree,Yes,Disagree
583,11/8/2024 23:49,11/8/2024 23:51,35 - 44,Employee,Daily,Average,Fatigue or lack of energy;Increased irritability,4,Yes,5 - 6 hours,Rarely,Agree,No,Strongly agree
584,11/8/2024 23:51,11/8/2024 23:53,35 - 44,Employee,Rarely,Great,Fatigue or lack of energy;Difficulty concentrating,3,No,7 - 8 hours,Rarely,Nither agree or disagree,Yes,Strongly agree
585,11/8/2024 23:59,11/9/2024 0:00,35 - 44,Employee,Rarely,Great,Insomnia,4,Yes,7 - 8 hours,Rarely,Nither agree or disagree,Yes,Strongly agree
586,11/9/2024 0:13,11/9/2024 0:16,55 +,other,Rarely,Average,Insomnia,2,No,7 - 8 hours,Rarely,Agree,Yes,Agree
587,11/9/2024 0:37,11/9/2024 0:38,55 +,other,Rarely,Excellent,Fatigue or lack of energy,3,Yes,7 - 8 hours,Sometimes,Strongly agree,No,Strongly agree
588,11/9/2024 0:53,11/9/2024 0:55,55 +,Employee,Rarely,Average,Insomnia,4,Yes,7 - 8 hours,Rarely,Agree,Yes,Agree
589,11/9/2024 1:09,11/9/2024 1:11,55 +,Employee,Rarely,Excellent,Insomnia,3,No,7 - 8 hours,Rarely,Agree,Yes,Agree
590,11/9/2024 1:11,11/9/2024 1:19,55 +,other,weekly,Average,None;,2,Yes,5 - 6 hours,Sometimes,Agree,No,Strongly agree
591,11/9/2024 1:16,11/9/2024 1:24,55 +,other,Never,Average,Fatigue or lack of energy;Increased irritability,3,Yes,5 - 6 hours,Sometimes,Agree,Yes,Strongly agree
592,11/9/2024 1:23,11/9/2024 1:25,45 - 54,Employee,Daily,Average,Fatigue or lack of energy;Increased irritability;Insomnia,3,Yes,5 - 6 hours,Often,Strongly agree,No,Strongly agree
593,11/9/2024 2:06,11/9/2024 2:07,45 - 54,Employee,Daily,Average,Insomnia,3,Yes,5 - 6 hours,Rarely,Disagree,Yes,Agree
594,11/9/2024 3:25,11/9/2024 3:27,45 - 54,Employee,Rarely,Excellent,Increased irritability,4,Yes,7 - 8 hours,Rarely,Nither agree or disagree,Yes,Agree
595,11/9/2024 3:53,11/9/2024 3:53,18 - 24,Student,Daily,Very Poor,Increased irritability;Insomnia;Difficulty concentrating,2,Yes,7 - 8 hours,Often,Nither agree or disagree,Yes,Strongly agree
596,11/9/2024 4:39,11/9/2024 4:41,35 - 44,Employee,Daily,Average,Increased irritability;Fatigue or lack of energy,5,Yes,5 - 6 hours,Sometimes,Disagree,No,Agree
597,11/9/2024 7:14,11/9/2024 7:16,55 +,Employee,Rarely,Average,Fatigue or lack of energy;Insomnia,4,Yes,5 - 6 hours,Sometimes,Nither agree or disagree,Yes,Agree
